search_term,ol_key,title,author,first_publish_year,publisher,language,subject,isbn,cover_i
literary comics,/works/OL24845860W,The Penguin book of Irish comic writing,Ferdia MacAnna,1996.0,,,,,11693512.0
literary comics,/works/OL21245182W,Child Savage 1890-2010,Elisabeth Wesseling,2016.0,,eng,,,
literary comics,/works/OL21672387W,Comic Turn in Contemporary English Fiction,Huw Marsh,2020.0,,eng,,,11021089.0
literary comics,/works/OL21147314W,"Comics, Trauma, and the New Art of War",Harriet E. H. Earle,2017.0,,eng,,,12431741.0
literary comics,/works/OL21281387W,Comic Imagination in Modern African Literature and Cinema,Maik Nwosu,2016.0,,eng,,,
literary comics,/works/OL1887164W,"Comic visions, female voices",Barbara Bennett,1998.0,,eng,,,1526344.0
literary comics,/works/OL32835769W,Sŏsa manhwa kaeron,"Kim, Yong-nak",1999.0,,kor,,,
literary comics,/works/OL4520587W,The comic poems of William Tennant,William Tennant,1989.0,,eng,,,1345145.0
literary comics,/works/OL21775146M,Amateur dramatic entertainment in aid of the Mechanics' Literary Institute,,1982.0,,eng,,,
literary comics,/works/OL26751573W,"Creating Comics As Journalism, Memoir and Nonfiction","Randy Duncan, Michael Ray Taylor, David Stoddard",2015.0,,eng,,,
literary comics,/works/OL20585486W,The Comics of Charles Schulz,"Jared Gardner, Ian Gordon",2017.0,,eng,,,9226979.0
literary comics,/works/OL25345127W,Graphic Novels and Comics As World Literature,"James Hodapp, Thomas Oliver Beebee",2022.0,,eng,,,
literary comics,/works/OL2269469W,Pens and needles,"Levine, David",1969.0,,"eng, ger",,,6550245.0
literary comics,/works/OL1352154W,French comic drama from the sixteenth to the eighteenth century,Geoffrey Brereton,1977.0,,eng,,,8207936.0
