search_term,ol_key,title,author,first_publish_year,publisher,language,subject,isbn,cover_i
adult graphic novel,/works/OL27178151W,Comic Book Template for Adults,W. M. C. Publishing,2020.0,,eng,,,
adult graphic novel,/works/OL16121144W,Library collections for teens,Kristen Fletcher-Spear,2011.0,,eng,,,9251186.0
adult graphic novel,/works/OL30856898W,Vengeful Ghost,Pierce Thrill Baker,2021.0,,eng,,,
adult graphic novel,/works/OL35814626W,Dog Face,Vanessa Thrill Ramos,2021.0,,eng,,,
adult graphic novel,/works/OL35801508W,Angry Ghost,Gene Thrill Fox,2021.0,,eng,,,
adult graphic novel,/works/OL35787455W,Spooky Album,Valentine Thrill Ramsey,2021.0,,eng,,,
adult graphic novel,/works/OL20454369W,King Shaka,"Luke W. Molver, Sibongiseni Mkhize",2019.0,,eng,,,9120343.0
adult graphic novel,/works/OL34491456W,50 EASY Minecraft SURVIVAL TIPS!,Lulu Builder Spraggins,2021.0,,eng,,,
adult graphic novel,/works/OL5538024W,Star Wars Dark Empire,"Tom Veitch, Cam Kennedy",1993.0,,eng,,,9833301.0
adult graphic novel,/works/OL30755340W,Slit Mouthed Woman,Piper Thrill Medina,2021.0,,eng,,,
adult graphic novel,/works/OL35814566W,Horrifying Beauty,Robin Thrill Bradley,2021.0,,eng,,,
adult graphic novel,/works/OL35814592W,Cheating Classmates,Guy Thrill Daniel,2021.0,,eng,,,
adult graphic novel,/works/OL35814632W,Spooky Hat,Guy Thrill Tingey,2021.0,,eng,,,
adult graphic novel,/works/OL35814876W,Sisters of Mercy,Quinn Thrill Vasquez,2021.0,,eng,,,
adult graphic novel,/works/OL35820774W,Spooky Mirror,Linden Thrill Mcgee,2021.0,,eng,,,
adult graphic novel,/works/OL35801571W,Lying Lipstick,Halbert Thrill Porter,2021.0,,eng,,,
adult graphic novel,/works/OL35801380W,Spooky Smartphone,Russell Thrill Todd,2021.0,,eng,,,
adult graphic novel,/works/OL35834059W,3 School Lockdown,Robin Thrill Simmons,2021.0,,eng,,,
adult graphic novel,/works/OL35788059W,Fortniters Battle Royale Beginner's Guide,Shana Shoot Armstrong,2021.0,,eng,,,
adult graphic novel,/works/OL35827493W,Time Controller,Linden Thrill Mcgee,2021.0,,eng,,,
adult graphic novel,/works/OL8831032M,Heaven Sword & Dragon Sabre #11 (Heaven Sword and Dragon Sabre (Graphic Novels)),"Louis Cha, Wing Shing Ma",2005.0,,eng,,,857332.0
adult graphic novel,/works/OL30755093W,Legendary and Mythical Pokemon,Clement Catch Pope,2021.0,,eng,,,
adult graphic novel,/works/OL35834238W,My Ghost Boyfriend,Dennis Thrill Skinner,2021.0,,eng,,,
adult graphic novel,/works/OL35787748W,among Us Movie 3,Scout Imposter Kelley,2021.0,,eng,,,
adult graphic novel,/works/OL37843358W,Project Asylum,Nick Moore,2013.0,,eng,,,
adult graphic novel,/works/OL42422964W,Huda F Wants to Know?,Huda Fahmy,2025.0,,eng,,,14857243.0
adult graphic novel,/works/OL8831031M,Heaven Sword & Dragon Sabre #10 (Heaven Sword and Dragon Sabre (Graphic Novels)),"Louis Cha, Wing Shing Ma",2005.0,,eng,,,857331.0
adult graphic novel,/works/OL25310143W,Princess Melia's Plight Issues 1 to 5,"Julie C. Gilbert, Tim Sparvero",2020.0,,,,,12007208.0
adult graphic novel,/works/OL35820887W,Mother of Fire,Elise Thrill Hansen,2021.0,,eng,,,
adult graphic novel,/works/OL35808050W,Vengeful Wooden Puppet,Tory Thrill Woolery,2021.0,,eng,,,
adult graphic novel,/works/OL34472203W,Yuri Manga Graphic Novel for Adult 3,yuri,2022.0,,eng,,,
adult graphic novel,/works/OL5995336W,Skim,"Mariko Tamaki, Jillian Tamaki",2008.0,,eng,,,2679158.0
adult graphic novel,/works/OL8871282W,Mobile suit Gundam,"Masato Natsumoto, Bandai Games Inc., Hajime Yatate & Yoshiyuki Tomino (c",2006.0,,eng,,,878810.0
adult graphic novel,/works/OL30758654W,I Built a Giant DESERT PYRAMID,Minerva Miner Feron,2021.0,,eng,,,
adult graphic novel,/works/OL30832034W,Spooky Ring,Blossom Thrill Annable,2021.0,,eng,,,
adult graphic novel,/works/OL35814913W,Disturbing Disney World,Felicia Thrill Vaughn,2021.0,,eng,,,
adult graphic novel,/works/OL35827233W,Story You Never Knew,Kai Catch Caldwell,2021.0,,eng,,,
adult graphic novel,/works/OL31084885W,Multi-Template Blank Comic Book for Adults,W. M. C. Publishing,2020.0,,eng,,,
adult graphic novel,/works/OL22014399W,Art of Rick and Morty Volume 2 Deluxe Edition,"Albro Lundy, Adult Adult Swim",2020.0,,eng,,,
adult graphic novel,/works/OL37842640W,Project Asylum : Azrath,Nick Moore,2013.0,,eng,,,
adult graphic novel,/works/OL9132860M,Aprender a crear una microempresa/How to start a small business (Batman (Graphic Novels)),"Raquel Saco, Maga Mazza",2004.0,,spa,,,2270778.0
adult graphic novel,/works/OL30857238W,Unsettling Babysitter,Minerva Thrill Sherman,2021.0,,eng,,,
adult graphic novel,/works/OL30806759W,Death Clock,Bond Thrill Turner,2021.0,,eng,,,
adult graphic novel,/works/OL30755044W,City of Lies,Vernon Thrill Austin,2021.0,,eng,,,
adult graphic novel,/works/OL35814545W,100 Pro Tips to Master Br,Ursula Shoot Cantrell,2021.0,,eng,,,
adult graphic novel,/works/OL35814610W,Airbnb Horror Stories,Bennett Thrill Morrison,2021.0,,eng,,,
adult graphic novel,/works/OL35794350W,Devil Fruits Scary,Sebastian Thrill Robinson,2021.0,,eng,,,
adult graphic novel,/works/OL35820660W,3 Uber Horor Stories,Scout Thrill Gildon,2021.0,,eng,,,
adult graphic novel,/works/OL35833779W,Terrifying Horror Stories,Pansy Thrill Steele,2021.0,,eng,,,
adult graphic novel,/works/OL35808249W,True Police Horror,Craig Thrill Jarvis,2021.0,,eng,,,
adult graphic novel,/works/OL35800999W,Mermaid Experiment,Roxanne Thrill Stokes,2021.0,,eng,,,
adult graphic novel,/works/OL35801277W,3 Omegle Horror Stories,Vergil Thrill Ray,2021.0,,eng,,,
adult graphic novel,/works/OL35833973W,Dark Web Horror Story,Montana Thrill Rios,2021.0,,eng,,,
adult graphic novel,/works/OL35834041W,Spooky Necklace,Blossom Thrill Annable,2021.0,,eng,,,
adult graphic novel,/works/OL35795083W,True Sleepover,Honey Thrill Fuller,2021.0,,eng,,,
adult graphic novel,/works/OL35787780W,Teeth Bugs,Mirabelle Thrill Mendoza,2021.0,,eng,,,
adult graphic novel,/works/OL35787951W,Cat Streamer Horror Stories,Fiona Thrill Cooper,2021.0,,eng,,,
adult graphic novel,/works/OL35787976W,Beauty App,Travis Thrill Larson,2021.0,,eng,,,
adult graphic novel,/works/OL35788023W,King of Rats,Danny Thrill Lawrence,2021.0,,eng,,,
adult graphic novel,/works/OL35827170W,Worlds Most Dumb Criminals,Sabrina Case Morrison,2021.0,,eng,,,
adult graphic novel,/works/OL35897183W,"Demon Lord Adventure : a Light Novel of Romance, Quirky Humor and a Dash of Adventure",Gaston Lossius,2021.0,,eng,,,
adult graphic novel,/works/OL30807007W,Genghis Khan Temüjin the Child,Doug Study Douglas,2021.0,,eng,,,
adult graphic novel,/works/OL35794282W,Ancient Greece in 18 Minutes,Geneva Study Love,2021.0,,eng,,,
adult graphic novel,/works/OL36323421W,Blank Comic Book,Luna Reese Publishing House,2021.0,,eng,,,
adult graphic novel,/works/OL35807924W,101 Facts about Anime,Gary Fun Wolfe,2021.0,,eng,,,
adult graphic novel,/works/OL35800993W,Rise of the Gupta Empire,Marsh Study Berry,2021.0,,eng,,,
adult graphic novel,/works/OL30785020W,"My First Comic Book. Create Your Own Story, Comics and Graphic Novels,manga,cartoon. Book Maker for Kids and Adults)",dufys world,2021.0,,eng,,,
adult graphic novel,/works/OL30928277W,Hermitcraft 7 : Episode 5 - TIME to FLY!,Ward Miner Sandoval,2021.0,,eng,,,
adult graphic novel,/works/OL35794343W,Spooky Winter Jacket,Bernard Thrill Higgins,2021.0,,eng,,,
adult graphic novel,/works/OL35834333W,McDonald's Horror Stories,Ollie Thrill Heptinstall,2021.0,,eng,,,
adult graphic novel,/works/OL44788132W,The Case of the Bizarre Bouquets [graphic novel],"Serena Blasco, Nancy Springer",2020.0,,eng,,,11114112.0
adult graphic novel,/works/OL26813424W,Blank Comic Book,T. H. Books,2020.0,,eng,,,
adult graphic novel,/works/OL30758584W,Naruto Blank Comic Book,Fujiwara Akano,2021.0,,eng,,,
adult graphic novel,/works/OL25569252W,Human Flesh Dumplings,Tina Thrill Graves,2021.0,,eng,,,
adult graphic novel,/works/OL30780991W,True Disturbing Horror,Cecilia Thrill Warren,2021.0,,eng,,,
adult graphic novel,/works/OL30974868W,True OnlyFans Horror,Hughie Thrill Medina,2021.0,,eng,,,
adult graphic novel,/works/OL30857313W,True Facebook Marketplace Horror,Riley Thrill Caldwell,2021.0,,eng,,,
adult graphic novel,/works/OL30831931W,Chilling Horror Vol 2,Pandora Thrill Bond,2021.0,,eng,,,
adult graphic novel,/works/OL30934491W,4 Starbucks/target Horror Stories,Pat Thrill Reese,2021.0,,eng,,,
adult graphic novel,/works/OL35814677W,Spooky Beauty Mask,Rusty Thrill Cobbett,2021.0,,eng,,,
adult graphic novel,/works/OL35814745W,Unsettling Elevator Horror,Sirena Thrill Nguyen,2021.0,,eng,,,
adult graphic novel,/works/OL35814842W,Dark Web Mystery Box,Camilla Thrill Carter,2021.0,,eng,,,
adult graphic novel,/works/OL35794294W,Dark Web Vol 4,Garfield Thrill Bailey,2021.0,,eng,,,
adult graphic novel,/works/OL35794791W,2 True EBay Horror Stories,Mallory Thrill Eland,2021.0,,eng,,,
adult graphic novel,/works/OL35821011W,5 Horror Stories,Ruth Thrill Anderson,2021.0,,eng,,,
adult graphic novel,/works/OL35821065W,Ding Dong Ditch,Errol Thrill Ramsey,2021.0,,eng,,,
adult graphic novel,/works/OL35821192W,True Netflix Nights Horror,Wally Thrill Goodwin,2021.0,,eng,,,
adult graphic novel,/works/OL35821325W,Insane Asylum Horror,Wilmot Thrill Bowman,2021.0,,eng,,,
adult graphic novel,/works/OL35801711W,Ice Cream Truck Horror,Damian Thrill Walsh,2021.0,,eng,,,
adult graphic novel,/works/OL35833638W,True Mall Horror,Shana Thrill Wolfe,2021.0,,eng,,,
adult graphic novel,/works/OL35787890W,Supermarket Horror Stories,Theo Thrill Massy,2021.0,,eng,,,
adult graphic novel,/works/OL35788116W,5 Dating App Horror Stories,Riley Thrill Mendez,2021.0,,eng,,,
adult graphic novel,/works/OL35827480W,Unsettling Horror Stories,Harlow Thrill Covington Harlow Thrill Covington,2021.0,,eng,,,
adult graphic novel,/works/OL35833705W,100 Days in a Minecraft World,Tiffany Build Carline,2021.0,,eng,,,
adult graphic novel,/works/OL27510896W,Comic Book Template for Adults,Gerard Ruell,2021.0,,eng,,,
adult graphic novel,/works/OL8214848W,Hana yori dango,"Yoko Kamio, Ian Robertson",1996.0,,"fre, chi, eng",,,1813356.0
adult graphic novel,/works/OL8811064M,G.I. Joe Volume 4,"Josh Blaylock, Brandon Badeaux, Mike Zeck",2004.0,,eng,,,960454.0
adult graphic novel,/works/OL25535442W,Origin of Evil : the Devil,Philip Fun Meyer,2021.0,,eng,,,
adult graphic novel,/works/OL35794451W,Phone Call from the Death,Helen Thrill Trivett,2021.0,,eng,,,
adult graphic novel,/works/OL30555144W,Comic Book Creator Blank Comic Book for Kids and Adults Create Your Own Story New Template Every Page Draw Your Comics and Graphic Novels,Superhe Comic,2019.0,,eng,,,
adult graphic novel,/works/OL35794705W,Home Alone Horror Stories,Danielle Thrill Pearson,2021.0,,eng,,,
adult graphic novel,/works/OL19735101W,Shiver,Junji Itō,2017.0,,eng,,,10509676.0
adult graphic novel,/works/OL37842644W,Project Asylum : March 2013,Nick Moore,2013.0,,eng,,,
adult graphic novel,/works/OL15729520W,Edgar and Ellen Graphic Novelty,Charles Ogden,2009.0,,,,,6747240.0
adult graphic novel,/works/OL30780998W,Dark Web Serial Killer,Alanna Thrill Twitty,2021.0,,eng,,,
adult graphic novel,/works/OL30857020W,Epictetus - How to Be a Stoic,Lee Theraphy Robinett,2021.0,,eng,,,
adult graphic novel,/works/OL30807268W,True Horror Incident at the Elevator,Philbert Thrill Steele,2021.0,,eng,,,
adult graphic novel,/works/OL31065114W,Create Your Own Comic Book,T. F. C. TAMAI,2021.0,,eng,,,
adult graphic novel,/works/OL35814351W,Machine That Sells Lovers,Valerie Thrill Nicholls,2021.0,,eng,,,
adult graphic novel,/works/OL35808173W,Dark Web Vol 6,Tasha Thrill Armstrong,2021.0,,eng,,,
adult graphic novel,/works/OL35787629W,True Bachelor Party Horror,Sadie Thrill Boyd,2021.0,,eng,,,
adult graphic novel,/works/OL34445786W,Spooky Hair Transplant Salon,Winifred Thrill Kennedy,2021.0,,eng,,,
adult graphic novel,/works/OL35827568W,Terrifying SCP Horror Stories,Ulric Thrill Thornton,2021.0,,eng,,,
adult graphic novel,/works/OL35827693W,Dark Web Vol 5,Taylor Thrill Hersey,2021.0,,eng,,,
adult graphic novel,/works/OL35937104W,Horrific Incident I Had While Working As a Shipper Scary,Brandy Thrill Kos,2021.0,,eng,,,
adult graphic novel,/works/OL41379217W,Blank Panels for Comics and Cartoons : Full-Page Panel,Sarah Innins,2016.0,,eng,,,
adult graphic novel,/works/OL15727258W,Chronicles of the cursed sword,"Pŏm-nyong Yŏ, Beop-ryong Yeo, Hui-jin Park",2004.0,,eng,,,6805426.0
adult graphic novel,/works/OL20818554W,Go with the Flow,"Karen Schneemann, Lily Williams",2020.0,,eng,,,10120512.0
adult graphic novel,/works/OL20029211W,Naruto 3-in-1,Masashi Kishimoto,2013.0,,eng,,,14626123.0
adult graphic novel,/works/OL34519771W,Crazy True Stories from Casino Security,Indigo Case Taylor,2021.0,,eng,,,
adult graphic novel,/works/OL35833534W,107 Yu Yu Hakusho Anime Facts,Nathaniel Fun Maxwell,2021.0,,eng,,,
adult graphic novel,/works/OL36204042W,Blanc Comic Book Let's Make Comic,make world,2020.0,,eng,,,
adult graphic novel,/works/OL36194817W,Blanc Comic Book Let's Make Comic,laugh kira,2020.0,,eng,,,
adult graphic novel,/works/OL35814273W,Everything You Need to Know about VILLAGERS in Minecraft,Derick Miner Hubbard,2021.0,,eng,,,
adult graphic novel,/works/OL35794675W,4 Dunkin Donuts/walmart Horror,Edgar Thrill Long,2021.0,,eng,,,
adult graphic novel,/works/OL35821368W,MineCrafting How to Build a Large Modern House Tutorial,Pansy Miner Oliver,2021.0,,eng,,,
adult graphic novel,/works/OL35787623W,Dash Delivery and Starbucks Horror,Chad Thrill Schuman,2021.0,,eng,,,
adult graphic novel,/works/OL35827678W,Hermitcraft 7 : Episode 9 - BASE PROGRESS and TAG LOST,Margaret Forge Salazar,2021.0,,eng,,,
adult graphic novel,/works/OL30555131W,Comic Book Creator Blank Comic Book for Adults and Kids Create Your Own Story New Template Every Page Draw Your Comics and Graphic Novels,Happy Artwolf,2019.0,,eng,,,
adult graphic novel,/works/OL21230150W,Walking Dead,"Robert Kirkman, Tony Moore, Charlie Adlard, Cliff Rathburn",2006.0,,eng,,,10400647.0
adult graphic novel,/works/OL31017536W,"Write the Story, Kid",M. E. TIME,2022.0,,eng,,,
adult graphic novel,/works/OL20004490W,Dragon Ball,鳥山 明 [Akira Toriyama],2014.0,,eng,,,
adult graphic novel,/works/OL30807095W,What Was Life Like for Prisoners of WWII,Bonnie Study Apple,2021.0,,eng,,,
adult graphic novel,/works/OL30798223W,Blank Comic Book Draw Your Own Comics,Amelia Harper,2021.0,,eng,,,
adult graphic novel,/works/OL27185168W,Blank Comic Book Draw Your Own Comics,Sally Beary,2021.0,,eng,,,
adult graphic novel,/works/OL30986742W,Blank Comic Book,Kea Co,2021.0,,eng,,,
adult graphic novel,/works/OL30981272W,6 True Creepy Horror Stories,Rowan Thrill Kennedy,2021.0,,eng,,,
adult graphic novel,/works/OL35814214W,5 Easy Steps to Make a Minecraft Modern House,Theodora Miner Shaw,2021.0,,eng,,,
adult graphic novel,/works/OL35814743W,Never Play a Trivia Game,Ida Thrill Nicholson,2021.0,,eng,,,
adult graphic novel,/works/OL35814856W,Never Join a Dark Web Game Show,Ray Thrill Schwartz,2021.0,,eng,,,
adult graphic novel,/works/OL35794387W,Never Access a Different Dimension,Chelsea Thrill Sutton,2021.0,,eng,,,
adult graphic novel,/works/OL35794909W,True Chik-Fil-A Horror,Faye Thrill Webster,2021.0,,eng,,,
adult graphic novel,/works/OL35794926W,Dark Web Horror Vol 2,Moira Thrill Weaver,2021.0,,eng,,,
adult graphic novel,/works/OL35820870W,Please Stay Away from the Dark Web,Tyne Thrill Bell,2021.0,,eng,,,
adult graphic novel,/works/OL35801461W,Dark Web Horror Vol 3,Emmett Thrill French,2021.0,,eng,,,
adult graphic novel,/works/OL35834121W,3 True Dark Web Horror,Lane Thrill Stokes,2021.0,,eng,,,
adult graphic novel,/works/OL35787822W,2 Creepy Vacations Horror Stories,Larissa Thrill Goodwin,2021.0,,eng,,,
adult graphic novel,/works/OL35788107W,Genie the Wishes from Hell,Callie Thrill Clark,2021.0,,eng,,,
adult graphic novel,/works/OL35827464W,6 Tips to Treat and Manage Depression,Aubrey Theraphy Bourn,2021.0,,eng,,,
adult graphic novel,/works/OL17564362W,Shakespeare's Macbeth,Martin Powell,2012.0,,,,,7830296.0
adult graphic novel,/works/OL30847383W,Blank Comic Book Draw Your Own Comics,Anna Rose,2020.0,,eng,,,
adult graphic novel,/works/OL35970247W,Blank Comic Book Draw Your Own Comics,Samantha Allison,2021.0,,eng,,,
adult graphic novel,/works/OL13535095W,Heaven Sword & Dragon Sabre,"Rongcheng Ma, Louis Cha, Wing Shing Ma",2003.0,,eng,,,857328.0
adult graphic novel,/works/OL20031177W,They're not like us,"Stephenson, Eric (Graphic novelist)",2016.0,,eng,,,
adult graphic novel,/works/OL8048979W,Black Thorn White Rose,"Ellen Datlow, Terri Windling, M. E. Beckett, Michael Cadnum, Isabel F. Cole, Peter Straub, Jane Yolen, Patricia C. Wrede",1994.0,,eng,,,594940.0
adult graphic novel,/works/OL3682386W,Spider-Man,"Gerry Conway, J. M. DeMatteis, David Michelinie, Ross Andru, Sal Buscema, Todd McFarlane",1993.0,,eng,,,535702.0
adult graphic novel,/works/OL30975054W,Dark Web Why I Quit Dealing,Ford Thrill Rehbein,2021.0,,eng,,,
adult graphic novel,/works/OL30651203W,Amazing Comic Book Maker,Rocket Practice,2020.0,,eng,,,
adult graphic novel,/works/OL19717763W,I am Alfonso Jones,Tony Medina,2017.0,,eng,,,12750472.0
adult graphic novel,/works/OL30979076W,Blank Comic Book,Peter Pool,2021.0,,eng,,,
adult graphic novel,/works/OL20029725W,Steve Jobs,Jessie Hartland,2015.0,,"eng, spa",,,9138463.0
adult graphic novel,/works/OL30904210W,Never Fall for a Dark Web Advertisement,Hadley Thrill Holmes,2021.0,,eng,,,
adult graphic novel,/works/OL30850636W,Blank Comic Book,Doodle BlahBlah,2021.0,,eng,,,
adult graphic novel,/works/OL44407816W,Dating matters,Centers for Disease Control and Prevention (U.S.),2015.0,,eng,,,
adult graphic novel,/works/OL30881175W,I Slept 3 Hours a Day for a Week,Woody Fun Garrett,2021.0,,eng,,,
adult graphic novel,/works/OL20715151W,DeadEndia,Hamish Steele,2018.0,,eng,,,9395909.0
adult graphic novel,/works/OL15902598W,William Shakespeare's Julius Caesar,Carl Bowen,2012.0,,eng,,,7235425.0
adult graphic novel,/works/OL35794292W,Never Access the Dark Web from a Plane,Kendall Thrill Cunningham,2021.0,,eng,,,
adult graphic novel,/works/OL8981999W,Mobile suit Gundam seed X astray,"Tomohiro Chiba, Hajime Yatate, Kouichi Tokita",2007.0,,eng,,,879020.0
adult graphic novel,/works/OL30018823W,"Blank Trump Comic Book for Kids & Adults Create Your Own Story 8. 5 X 11, 120 Pages",Laughing Stock Publications,2019.0,,eng,,,
adult graphic novel,/works/OL35787958W,YOU vs THANOS How Can You Defeat and Survive Him,Richard Fun Caldwell,2021.0,,eng,,,
adult graphic novel,/works/OL5753156W,Runaways,"Brian K. Vaughan, Adrian Alphona",2004.0,,eng,,,5392592.0
adult graphic novel,/works/OL20796837W,Adult Contemporary,Bendik Kaltenborn,2015.0,,,,,10092136.0
adult graphic novel,/works/OL26600661W,Superhero Blank Comic Book,DTWComicCrafts,2021.0,,eng,,,
adult graphic novel,/works/OL41900371W,Adult Coloring Book,Sage Vining,2024.0,,eng,,,
adult graphic novel,/works/OL24134679W,"Kindaichi Case Files, The Smoke and Mirrors (Kindaichi Case Files (Graphic Novels))","Kanari Yozaburo, Sato Fumiya",2003.0,,eng,,,865493.0
adult graphic novel,/works/OL9169325W,Best books for boys,Matthew D. Zbaracki,2008.0,,eng,,,10309780.0
adult graphic novel,/works/OL25908939W,Huda F Are You?,Huda Fahmy,2021.0,,eng,,,12541534.0
adult graphic novel,/works/OL9982624W,Beauty Labyrinth of Razors,Jun Hayami,2005.0,,eng,,,2984618.0
adult graphic novel,/works/OL35739161W,VERY ADULT COLORING BOOK,"Varios, Josh Blaylock",2016.0,,eng,,,
adult graphic novel,/works/OL19752380W,"Check, Please! Book 1",Ngozi Ukazu,2018.0,,"spa, eng",,,10237470.0
adult graphic novel,/works/OL9281898W,"Blue Eyes Volume 3 (Icarus Adult Manga, Volume 3)",Tohru Nishimaki,2007.0,,eng,,,
adult graphic novel,/works/OL39203967W,Doctrine and Covenants and Church History,"The Red Headed Hostess, Shannon Foster",2024.0,,eng,,,
adult graphic novel,/works/OL21349507W,Grimm Fairy Tales Adult Coloring Book,Zenescope Entertainment,2018.0,,eng,,,
adult graphic novel,/works/OL31090739W,WTF DUCK,"Kim Wilch, Arti Kukreja",2022.0,,eng,,,
adult graphic novel,/works/OL39172013W,SHERBE-SHERBERT Adult Coloring Book Vol.2,Peter Cherry,2024.0,,eng,,,
adult graphic novel,/works/OL26044676W,Blank Comic Book for Kids,Percy Rodgers,2021.0,,eng,,,
adult graphic novel,/works/OL5854235W,Rave Master,Hiro Mashima,2004.0,,"eng, spa",,,865256.0
adult graphic novel,/works/OL9065835W,The Kindaichi Case Files: No Noose Is Good Noose: Volume 8,"Yozaburo Kanari, Kanari Yozaburo, Sato Fumiya",2004.0,,eng,,,865597.0
adult graphic novel,/works/OL36485821W,Relaxing Patterns Adult Coloring Pages,Alicia Evans,2023.0,,eng,,,
adult graphic novel,/works/OL34172113W,Greek Goddess Adult Coloring Book,Sunny Side Up Publishing,2022.0,,eng,,,
adult graphic novel,/works/OL9758079W,Juicy Fruits (Icarus Adult Manga) Paperback,Yumisuke Kotoyoshi,2007.0,,,,,
adult graphic novel,/works/OL9467595M,Cel Mates (Sailor Moon the Novel),"武内 直子, Lianne Sentar",2003.0,,eng,,,
adult graphic novel,/works/OL38398707W,Sacred Hearts MC Adult Coloring Book,"A. J. Downey, Pawel P. Gryglak",2024.0,,eng,,,
adult graphic novel,/works/OL35827303W,Aztec Warrior Women Adult Coloring Book,Lonnie Jeffries,2023.0,,eng,,,
adult graphic novel,/works/OL34129387W,Mandala Color by Number for Adults,Dreamstorm Publications,2022.0,,eng,,,
adult graphic novel,/works/OL9897003W,Flash Bang! (Icarus Adult Manga) Paperback,Yoshitatsu Kichigono,2007.0,,,,,
adult graphic novel,/works/OL34205055W,HalloThanksMasYear,"Renee Davenport, Claire Lavergne",2022.0,,eng,,,
adult graphic novel,/works/OL32330490W,Hugo,"Knight, Milton, Jr",1982.0,,eng,,,
adult graphic novel,/works/OL9888107M,Diamond's Not Forever (Sailor Moon the Novel),"武内 直子, Lianne Sentar",2003.0,,eng,,,
adult graphic novel,/works/OL34441205W,Professionals,"Renee Davenport, Claire Lavergne, Sandy Newman",2023.0,,eng,,,
adult graphic novel,/works/OL34476143W,Athletes,"Renee Davenport, Elaine Webb, Tanja Blockx",2023.0,,eng,,,
adult graphic novel,/works/OL455546W,The Scarlet Letter,"Lake Education, Nathaniel Hawthorne, Crystal S. Chan",1935.0,,"spa, eng",,,9360455.0
adult graphic novel,/works/OL38372105W,Stained Glass Animals Coloring Book for Adults,ALIO Publishing Group,2023.0,,eng,,,
adult graphic novel,/works/OL8911377W,Rebound,"Yuriko Nishiyama, NishiyamaYuriko",2002.0,,eng,,,865266.0
adult graphic novel,/works/OL39171331W,SHERBE-SHERBERT Adult Coloring Book Vol. 1,Peter Cherry,2024.0,,eng,,,
adult graphic novel,/works/OL19122510W,The welfare-to-work challenge for adult literacy educators,James C Fisher,1999.0,,eng,,,12184666.0
adult graphic novel,/works/OL13039301W,Fullmetal Alchemist,"Makoto Inoue, 荒川弘, Inoue, Makoto",2019.0,,eng,,,764941.0
adult graphic novel,/works/OL37866746W,Backyard Garden : Coloring Book for Adults,Thongsaveui Damneun,2024.0,,eng,,,
adult graphic novel,/works/OL15728819W,Rose,"Jeff Smith, Smith, Jeff",2002.0,,"fre, eng, heb, spa",,,6746863.0
adult graphic novel,/works/OL25896864W,Egyptian Coloring Book for Adults,Sora Illustrations,2020.0,,eng,,,
adult graphic novel,/works/OL28928214W,Flyer,Martin Ogden,2022.0,,eng,,,
adult graphic novel,/works/OL5749651W,Ultimate X-Men,"Mark Millar, Adam Kubert, Andy Kubert, David Finch",2001.0,,eng,,,4848951.0
adult graphic novel,/works/OL38174630W,Pussy Soul : Self-Help Adult Coloring Book,Cynthia Miller,2018.0,,eng,,,
adult graphic novel,/works/OL32824534W,Ŏdŏlt'ŭ p'ak'ŭ,Yŏng-jin O,2013.0,,kor,,,
adult graphic novel,/works/OL27847885W,Grimm Fairy Tales Adult Coloring Book - Artist Spotlight,"Zenescope Entertainment, John Royle",2022.0,,eng,,,14763712.0
adult graphic novel,/works/OL34460456W,Greek Gods Adult Coloring Book,Sunny Side Up Publishing,2023.0,,eng,,,
adult graphic novel,/works/OL36484270W,Seductive Synthetics Adult Coloring Book,Whore D'oeuvre Studios,2023.0,,eng,,,
adult graphic novel,/works/OL790527W,Angel,"Christopher Golden, Nancy Holder, Hector Gomez, Sandu Flore",2000.0,,eng,,,814926.0
adult graphic novel,/works/OL27107852W,Barely Legal Hentai BoobS Artistic Adult Manga Gallery,Sara Soft,2015.0,,eng,,,
adult graphic novel,/works/OL9897000W,Kaerimichi,Tahichi Yamada,2006.0,,eng,,,5193141.0
adult graphic novel,/works/OL9896999W,Anzu,Kirikaze,2007.0,,eng,,,5193266.0
adult graphic novel,/works/OL19717197W,Lighter than my shadow,Katie Green,2013.0,,eng,,,11247854.0
adult graphic novel,/works/OL818837W,"Superman, Batman","Jeph Loeb, Ed McGuinness, Michael Turner",2004.0,,eng,,,748994.0
adult graphic novel,/works/OL25881625W,Peter Is the Wolf Book 2 Adult,"Kris Overstreet, Ben Rodriguez",2020.0,,eng,,,
adult graphic novel,/works/OL15287032W,Batman,"Ross, Alex, Paul Dini, Alex Ross",1999.0,,eng,,,798394.0
adult graphic novel,/works/OL38267163W,Anna Likes Anal,Allison Aciulla,2013.0,,eng,,,
adult graphic novel,/works/OL27847886W,Grimm Fairy Tales Adult Coloring Book Volume 3,"Zenescope Entertainment, Sean Chen, Ale Garza, Paul Green, Paolo Pantalena",2022.0,,eng,,,
adult graphic novel,/works/OL21322352W,Grimm Fairy Tales Adult Coloring Book Volume 2,"Zenescope Entertainment Staff, J. Scott Campbell, Elias Chatzoudis, Sean Chen, Ale Garza",2018.0,,eng,,,
adult graphic novel,/works/OL35933490W,Cosmic Cuties NSFW Adult Coloring Book,Whore D'oeuvre Studios,2023.0,,eng,,,
adult graphic novel,/works/OL37984289W,Before Brunch,Victoria Mack,2024.0,,eng,,,
adult graphic novel,/works/OL37977352W,After Brunch,Victoria Mack,2024.0,,eng,,,
adult graphic novel,/works/OL9188715W,Emily the strange,Jessica Gruner,2005.0,,eng,,,9905506.0
