title,author,year_published,subjects,edition_count,open_library_key,queried_author
By Frantz Fanon Les Damnes de la Terre (French Edition),Frantz Fanon,1961.0,,169,/book/show/148775243-by-frantz-fanon-les-damnes-de-la-terre-french-edition,Frantz Fanon
Frantz Fanon,David Caute,1970.0,,13,/book/show/682938.Frantz_Fanon,Frantz Fanon
"Frantz Fanon's Uneven Ribs (African Writers Series, 90)",Taban Lo Liyong,1971.0,,2,/book/show/485903.Frantz_Fanon_s_Uneven_Ribs,Frantz Fanon
"New Theories of Revolution, a Commentary on the Views of Frantz Fanon, Regis Debray and Herbert Marcuse",Jack Woddis,1972.0,,3,/book/show/582189.New_Theories_of_Revolution_a_Commentary_on_the_Views_of_Frantz_Fanon_Regis_Debray_and_Herbert_Marcuse,Frantz Fanon
Frantz Fanon: A Critical Study,Irene L. Gendzier,1973.0,,11,/book/show/3787836-frantz-fanon,Frantz Fanon
"Frantz Fanon: Colonialism and Alienation (Monthly Review Press Classic Titles, 19)",Renate Zahar,1974.0,,5,/book/show/649283.Frantz_Fanon,Frantz Fanon
"Filosofen van de derde wereld: Frantz Fanon, Che Guevara, Paulo Freire, Ivan Illich, Mao Tse Toeng",Hans Achterhuis,1975.0,,2,/book/show/881186.Filosofen_van_de_derde_wereld,Frantz Fanon
Frantz Fanon: Social and political thought,Emmanuel Hansen,1977.0,,3,/book/show/3186391-frantz-fanon,Frantz Fanon
Frantz Fanon,Panaf Editors,1978.0,,1,/book/show/3186389-frantz-fanon,Frantz Fanon
Holy Violence: The Revolutionary Thought of Frantz Fanon; An Intellectual Biography,B. Marie Perinbam,1982.0,,3,/book/show/682939.Holy_Violence,Frantz Fanon
A Critique of Revolutionary Humanism: Frantz Fanon,Richard C. Onwuanibe,1983.0,,1,/book/show/485904.A_Critique_of_Revolutionary_Humanism,Frantz Fanon
Holy Violence: The Revolutionary Thought of Frantz Fanon,B. Marie Perinbam,1983.0,,1,/book/show/971565.Holy_Violence,Frantz Fanon
Frantz Fanon and the Psychology of Oppression,Hussein Abdilahi Bulhan,1985.0,,8,/book/show/66939.Frantz_Fanon_and_the_Psychology_of_Oppression,Frantz Fanon
Frantz Fanon aujourd'hui et demain,Clément Mbom,1985.0,,2,/book/show/2416205.Frantz_Fanon_aujourd_hui_et_demain,Frantz Fanon
"Frantz Fanon, Soweto and American Black Thought",Lou Turner,1986.0,,1,/book/show/345630.Frantz_Fanon_Soweto_and_American_Black_Thought,Frantz Fanon
Frantz Fanon: Conflicts and Feminisms,Denean T. Sharpley-Whiting,1997.0,,3,/book/show/151549.Frantz_Fanon,Frantz Fanon
Frantz Fanon: A Biography,David Macey,2001.0,,15,/book/show/66938.Frantz_Fanon,Frantz Fanon
Frantz Fanon: A Spiritual Biography,Patrick Ehlen,2001.0,,2,/book/show/363892.Frantz_Fanon,Frantz Fanon
"Frihet, jämlikhet, brodermord: Revolution och kolonialism hos Albert Camus och Frantz Fanon",Michael Azar,2001.0,,1,/book/show/16121741-frihet-j-mlikhet-brodermord,Frantz Fanon
Frantz Fanon: A Bibliography,David Macey,2001.0,,15,/book/show/6695112-frantz-fanon,Frantz Fanon
Meditations on Frantz Fanon's Wretched of the Earth Part 1,Tom Burghardt,2002.0,,1,/book/show/187373.Meditations_on_Frantz_Fanon_s_Wretched_of_the_Earth_Part_1,Frantz Fanon
Frantz Fanon: política y poética del sujeto poscolonial (Estudios De Asia Y Africa),Alejandro J. de Oto,2003.0,,2,/book/show/10685219-frantz-fanon,Frantz Fanon
"FRANTZ FANON, L'IMPORTUN",CHAULET-ACHOUR C.,2004.0,,1,/book/show/6113777-frantz-fanon-l-importun,Frantz Fanon
"Meditations on Frantz Fanon's Wretched of the Earth, Part One",Owusu Yakubu,2006.0,,1,/book/show/187371.Meditations_on_Frantz_Fanon_s_Wretched_of_the_Earth_Part_One,Frantz Fanon
Meditations on Frantz Fanon's Wretched of the Earth,Owusu Yakubu,2006.0,,1,/book/show/151550.Meditations_on_Frantz_Fanon_s_Wretched_of_the_Earth,Frantz Fanon
"Africana Critical Theory: Reconstructing The Black Radical Tradition, From W. E. B. Du Bois and C. L. R. James to Frantz Fanon and Amilcar Cabral",Reiland Rabaka,2008.0,,8,/book/show/6163547-africana-critical-theory,Frantz Fanon
Concerning Violence,Frantz Fanon,2008.0,,2,/book/show/6340099-concerning-violence,Frantz Fanon
Meditations on Frantz Fanon's Wretched of the Earth,"James ""Yaki"" Sayles",2010.0,,2,/book/show/8062281-meditations-on-frantz-fanon-s-wretched-of-the-earth,Frantz Fanon
Forms of Fanonism: Frantz Fanon's Critical Theory and the Dialectics of Decolonization,Reiland Rabaka,2010.0,,5,/book/show/8453181-forms-of-fanonism,Frantz Fanon
"Knstler (Algerien): Frantz Fanon, Assia Djebar, Yasmina Khadra, Adel Abdessemed, Mohammed Dib, Boualem Sansal, Hamid Skif, Rachid Boudjedr",Source Wikipedia,2010.0,,1,/book/show/10377396-knstler-algerien,Frantz Fanon
"Jean Paul Sartre, Albert Camus and Frantz Fanon on the topic of decolonization and the French occupation of Algeria.",Sophie Duhnkrack,2010.0,,1,/book/show/19233130-jean-paul-sartre-albert-camus-and-frantz-fanon-on-the-topic-of-decoloni,Frantz Fanon
"Revolution Theorists: Vilfredo Pareto, Abbie Hoffman, Herbert Marcuse, Samuel P. Huntington, Frantz Fanon, Guy Debord, Alain Badiou",Source Wikipedia,2010.0,,1,/book/show/10687611-revolution-theorists,Frantz Fanon
Aimé Césaire et Frantz Fanon. Portraits de décolonisés (L'histoire De Profil),Pierre Bouvier,2010.0,,1,/book/show/8532219-aim-c-saire-et-frantz-fanon-portraits-de-d-colonis-s-l-histoire-de-pr,Frantz Fanon
The Wretched of the Earth by Frantz Fanon: Summary & Study Guide,BookRags,2011.0,,1,/book/show/10436715-the-wretched-of-the-earth-by-frantz-fanon,Frantz Fanon
"Articles on Postcolonialism, Including: Frantz Fanon, Postcolonial Feminism, Dual Consciousness, Homi K. Bhabha, Paulo Freire, Negritude, Human Zoo, Ethnicity of Performers in Pornography, Creolite, Strategic Essentialism",Hephaestus Books,2011.0,,1,/book/show/12750504-articles-on-postcolonialism-including,Frantz Fanon
Frantz Fanon: De l'anticolonialisme à la critique postcoloniale,Matthieu Renault,2011.0,,2,/book/show/21806340-frantz-fanon,Frantz Fanon
"African and Black Nationalism: Patrice Lumumba, Fran OIS Duvalier, Frantz Fanon, Ancient Egyptian Race Controversy, Black Power",Source Wikipedia,2011.0,,1,/book/show/9407115-african-and-black-nationalism,Frantz Fanon
"French People of Black African Descent: Frantz Fanon, Slave Name, Abou Diaby, Zacarias Moussaoui, Djibril Cisse, Andre Ayew, Blaise Matuidi",Source Wikipedia,2011.0,,1,/book/show/10297959-french-people-of-black-african-descent,Frantz Fanon
"People of the Algerian War: Charles de Gaulle, Tristan Tzara, Frantz Fanon, Guy Mollet, Lalla Fatma N'Soumer, Sadek Hadjeres, Maurice Audin",Books LLC,2011.0,,1,/book/show/9119627-people-of-the-algerian-war,Frantz Fanon
"Artistas de Argelia: Actores de Argelia, Escritores de Argelia, Escultores de Argelia, Musicos de Argelia, Jacques Derrida, Frantz Fanon",Books LLC,2011.0,,1,/book/show/12725150-artistas-de-argelia,Frantz Fanon
Frantz Fanon,Jesse Russell,2012.0,,1,/book/show/16495155-frantz-fanon,Frantz Fanon
Frantz Fanon: The Militant Philosopher of Third World Revolution,Leo Zeilig,2013.0,,6,/book/show/10685277-frantz-fanon,Frantz Fanon
Frantz Fanon desde América Latina - Lecturas contemporáneas de un pensador del siglo XX,"Elena Oliva, Luía Stecher, Claudia Zapata",2013.0,,1,/book/show/25465871-frantz-fanon-desde-am-rica-latina---lecturas-contempor-neas-de-un-pensad,Frantz Fanon
Frantz Fanon and the Future of Cultural Politics: Finding Something Different,Anthony C. Alessandrini,2014.0,,5,/book/show/21878769-frantz-fanon-and-the-future-of-cultural-politics,Frantz Fanon
Frantz Fanon: Philosopher of the Barricades (Revolutionary Lives),Peter Hudis,2015.0,,5,/book/show/25102588-frantz-fanon,Frantz Fanon
Frantz Fanon: Toward a Revolutionary Humanism,Christopher J. Lee,2015.0,,2,/book/show/25779903-frantz-fanon,Frantz Fanon
"Negritude Movement: W.E.B. Du Bois, Leon Damas, Aimé Césaire, Leopold Senghor, Frantz Fanon, and the Evolution of an Insurgent Idea",Reiland Rabaka,2015.0,,4,/book/show/26460834-negritude-movement,Frantz Fanon
Frantz Fanon: Kebudayaan dan Kekuasaan,Muhammad Taufiqurrohman,2018.0,,1,/book/show/41147545-frantz-fanon,Frantz Fanon
The Rebel's Clinic: The Revolutionary Lives of Frantz Fanon,Adam Shatz,2024.0,,24,/book/show/127282874-the-rebel-s-clinic,Frantz Fanon
Denker der Dekolonisation: Zur Aktualität von Frantz Fanon,Philipp Dorestal,2025.0,,1,/book/show/240850584-denker-der-dekolonisation,Frantz Fanon
Decolonizing Madness: The Psychiatric Writings of Frantz Fanon,Frantz Fanon,,,4,/book/show/22856952-decolonizing-madness,Frantz Fanon
The Wretched of the Earth,Frantz Fanon,,,169,/book/show/66933.The_Wretched_of_the_Earth,Frantz Fanon
"A Macat analysis of Frantz Fanon’s Black Skin, White Masks",Rachele Dini,,,7,/book/show/31237182-a-macat-analysis-of-frantz-fanon-s-black-skin-white-masks,Frantz Fanon
Voices of Liberation: Frantz Fanon,Leo Zeilig,,,3,/book/show/26196078-voices-of-liberation,Frantz Fanon
Frantz Fanon,Frédéric Ciriez,,,3,/book/show/55536322-frantz-fanon,Frantz Fanon
A Dying Colonialism,Frantz Fanon,,,38,/book/show/66935.A_Dying_Colonialism,Frantz Fanon
How We Walk: Frantz Fanon and the Politics of the Body,Matthew Beaumont,,,3,/book/show/174136262-how-we-walk,Frantz Fanon
Frantz Fanon,Frantz Fanon,,,2,/book/show/51153031-frantz-fanon,Frantz Fanon
"Frantz Fanon: Gender, Torture and the Biopolitics of Colonialism",Azzedine Haddour,,,2,/book/show/209191699-frantz-fanon,Frantz Fanon
"Frantz Fanon's 'Black Skin, White Masks'",Max Silverman,,,2,/book/show/151548.Frantz_Fanon_s_Black_Skin_White_Masks_,Frantz Fanon
Toward the African Revolution,Frantz Fanon,,,43,/book/show/66936.Toward_the_African_Revolution,Frantz Fanon
The Fact of Blackness: Frantz Fanon and Visual Representation,Alan Ernest Alfred Read,,,4,/book/show/485902.The_Fact_of_Blackness,Frantz Fanon
Alienation and Freedom,Frantz Fanon,,,11,/book/show/29565866-alienation-and-freedom,Frantz Fanon
Frantz Fanon: A Portrait,Alice Cherki,,,8,/book/show/151546.Frantz_Fanon,Frantz Fanon
"Frantz Fanon, Psychiatry and Politics (Creolizing the Canon)",Nigel C. Gibson,,,4,/book/show/30725005-frantz-fanon-psychiatry-and-politics,Frantz Fanon
"Wretched on the Earth ((REV)04) by Fanon, Frantz [Paperback (2005)]",Fanon,,,1,/book/show/129183026-wretched-on-the-earth-rev-04-by-fanon-frantz-paperback-2005,Frantz Fanon
Frantz Fanon: Critical Perspectives,Anthony C. Alessandrini,,,9,/book/show/211875.Frantz_Fanon,Frantz Fanon
The Fact of Blackness,Frantz Fanon,,,2,/book/show/42373326-the-fact-of-blackness,Frantz Fanon
Frantz Fanon’s Psychotherapeutic Approaches to Clinical Work: Practicing Internationally with Marginalized Communities,Lou Turner,,,1,/book/show/54462319-frantz-fanon-s-psychotherapeutic-approaches-to-clinical-work,Frantz Fanon
A Macat Analysis of Frantz Fanon’s The Wretched of the Earth,Riley Quinn,,,8,/book/show/33541079-a-macat-analysis-of-frantz-fanon-s-the-wretched-of-the-earth,Frantz Fanon
Frantz Fanon. Les Damnés de la terre,Frantz Jean-Paul Fanon,,,1,/book/show/181505701-frantz-fanon-les-damn-s-de-la-terre,Frantz Fanon
Les Damnes de la Terre by Frantz Fanon (2002-11-06),Raymond Jolly,,,2,/book/show/168010166-les-damnes-de-la-terre-by-frantz-fanon,Frantz Fanon
Frantz Fanon,Pramod K. Nayar,,,9,/book/show/10685264-frantz-fanon,Frantz Fanon
Frantz Fanon and Emancipatory Social Theory: A View from the Wretched,Dustin J. Byrd,,,2,/book/show/52889183-frantz-fanon-and-emancipatory-social-theory,Frantz Fanon
Frantz Fanon: Combat Breathing,Nigel C. Gibson,,,3,/book/show/202113826-frantz-fanon,Frantz Fanon
The Psychology of Oppression and Self-Hate: Essays on the Ideas of Frantz Fanon,Restoring the African Mind Research Collection,,,2,/book/show/75701645-the-psychology-of-oppression-and-self-hate,Frantz Fanon
The Fanon Reader,Frantz Fanon,,,4,/book/show/649279.The_Fanon_Reader,Frantz Fanon
Frantz Fanon: Identity and Resistance,Karthick Ram Manoharan,,,1,/book/show/52396323-frantz-fanon,Frantz Fanon
Ecrits contre le colonialisme (Coffret en 2 volumes : Les damnés de la terre ; Pour la révolution africaine),Frantz Fanon,,,1,/book/show/1572172.Ecrits_contre_le_colonialisme,Frantz Fanon
Frantz Fanon par les textes de l'époque (Essais),Various,,,2,/book/show/28474716-frantz-fanon-par-les-textes-de-l-poque-essais,Frantz Fanon
Frantz Fanon,Leo Zeilig,,,1,/book/show/28103703-frantz-fanon,Frantz Fanon
"Rare Frantz Fanon / Black Skin White Masks The Experiences of Black Man in White - New York: Grove Press, 1967 [Paperback] Fanon, Frantz",Frantz Fanon,,,1,/book/show/165873735-rare-frantz-fanon-black-skin-white-masks-the-experiences-of-black-man,Frantz Fanon
"Frantz Fanon e as encruzilhadas: Teoria, política e subjetividade, um guia para compreender Fanon",Deivison Faustino,,,2,/book/show/63098601-frantz-fanon-e-as-encruzilhadas,Frantz Fanon
Frantz Fanon: Sömürge Düşünürü - Sömürge Devrimcisi,Barış Ünlü,,,1,/book/show/246450200-frantz-fanon,Frantz Fanon
Frantz Fanon: Ein Porträt,Alice Cherki,,,1,/book/show/220403802-frantz-fanon,Frantz Fanon
"Frantz Fanon, postcolonialism and the ethics of difference",Azzedine Haddour,,,3,/book/show/44642987-frantz-fanon-postcolonialism-and-the-ethics-of-difference,Frantz Fanon
Frantz Fanon: A Political Biography,Leo Zeilig,,,2,/book/show/55552965-frantz-fanon,Frantz Fanon
Frantz Fanon,Frederic Ciriez. Romain Lamy,,,1,/book/show/202480142-frantz-fanon,Frantz Fanon
"Frantz Fanon, My Brother: Doctor, Playwright, Revolutionary",Joby Fanon,,,2,/book/show/22332809-frantz-fanon-my-brother,Frantz Fanon
Frantz Fanon e a Revolução Argelina,Walter Lippold,,,1,/book/show/60848379-frantz-fanon-e-a-revolu-o-argelina,Frantz Fanon
FRANTZ FANON : LES COULEURS DU COMBAT,MERY OLIVIER,,,1,/book/show/235665548-frantz-fanon,Frantz Fanon
Frantz Fanon,James S. Williams,,,2,/book/show/123227288-frantz-fanon,Frantz Fanon
Summary And Study Guide Of The Wretched Of The Earth: Frantz Fanon,Hyper Summary,,,1,/book/show/56662837-summary-and-study-guide-of-the-wretched-of-the-earth,Frantz Fanon
MEMORIAL FRANTZ FANON,Various,,,1,/book/show/2416186.MEMORIAL_FRANTZ_FANON,Frantz Fanon
Œuvres,Frantz Fanon,,,2,/book/show/13243407-uvres,Frantz Fanon
The Political Writings from Alienation and Freedom,Frantz Fanon,,,1,/book/show/59929637-the-political-writings-from-alienation-and-freedom,Frantz Fanon
Frantz Fanon: Descolonizar lo humano,Tommaso Sgarro,,,1,/book/show/223720557-frantz-fanon,Frantz Fanon
"The Colonized Man Is an Envious Man: Essays on Frantz Fanon, Culture, and More (The Frantz Fanon Collection)",Restoring the African Mind Research Collection,,,1,/book/show/241316159-the-colonized-man-is-an-envious-man,Frantz Fanon
Translating Frantz Fanon Across Continents and Languages,Sue-Ann Harding,,,5,/book/show/35035520-translating-frantz-fanon-across-continents-and-languages,Frantz Fanon
"Study Guide: Black Skin, White Masks by Frantz Fanon",SuperSummary,,,2,/book/show/52142520-study-guide,Frantz Fanon
Frantz Fanon and Emancipatory Theory: A View from the Wretched,Dustin J. Byrd,,,1,/book/show/60031139-frantz-fanon-and-emancipatory-theory,Frantz Fanon
The Plays from Alienation and Freedom,Frantz Fanon,,,2,/book/show/46039529-the-plays-from-alienation-and-freedom,Frantz Fanon
"Reflections on Fanon: The Violences of Colonialism and Racism, Inner and Global--Conversations with Frantz Fanon on the Meaning of Human Emancipation ... Forum, March 27-28, 2007, UMass Boston)",Mohammad H. Tamdgidi,,,3,/book/show/27912493-reflections-on-fanon,Frantz Fanon
"Frantz Fanon for the 21st Century Volume 1 Frantz Fanon’s Discourse of Racism and Culture, the Negro and the Arab Deconstructed",Daurius Figueira,,,2,/book/show/42996751-frantz-fanon-for-the-21st-century-volume-1-frantz-fanon-s-discourse-of-r,Frantz Fanon
Frantz Fanon. Um Retrato,Alice Cherki,,,1,/book/show/121935691-frantz-fanon-um-retrato,Frantz Fanon
Frantz Fanon: Toward a Revolutionary Humanism (Ohio Short Histories of Africa) by Christopher J. Lee (2015-11-13),Christopher J. Lee,,,3,/book/show/147325570-frantz-fanon,Frantz Fanon
Escritos Políticos e Psiquiátricos,Frantz Fanon,,,1,/book/show/60213219-escritos-pol-ticos-e-psiqui-tricos,Frantz Fanon
A disputa em torno de Frantz Fanon: a teoria e a política dos fanonismos contemporâneos,Deivison Mendes Faustino,,,1,/book/show/55460559-a-disputa-em-torno-de-frantz-fanon,Frantz Fanon
Summary of Frantz Fanon's The Wretched of the Earth,Everest Media,,,1,/book/show/62967796-summary-of-frantz-fanon-s-the-wretched-of-the-earth,Frantz Fanon
"Negro Digest Magazine May 1968, Frantz Fanon, Articles on the Black World",Frantz Fanon,,,1,/book/show/130142499-negro-digest-magazine-may-1968-frantz-fanon-articles-on-the-black-worl,Frantz Fanon
Sorthed,Frantz Fanon,,,1,/book/show/42920690-sorthed,Frantz Fanon
"Jean-Paul Sartre unf Frantz Fanon: Antirassismus, Antikolonialismus, Politiken der Emanzipation",Erik Vogt,,,1,/book/show/34832978-jean-paul-sartre-unf-frantz-fanon,Frantz Fanon
Frantz Fanon,André Nicolitt,,,1,/book/show/113510297-frantz-fanon,Frantz Fanon
Os condenados da terra,Frantz Fanon,,,169,/book/show/75545011-os-condenados-da-terra,Frantz Fanon
Beden Formülasyonları - Maurice Merleau-Ponty ve Frantz Fanon,Onur Kartal,,,1,/book/show/242982214-beden-form-lasyonlar---maurice-merleau-ponty-ve-frantz-fanon,Frantz Fanon
"Jean Paul Sartre, Albert Camus and Frantz Fanon on the Topic of Decolonization and the French Occupation of Algeria.",Sophie Duhnkrack,,,1,/book/show/34716337-jean-paul-sartre-albert-camus-and-frantz-fanon-on-the-topic-of-decoloni,Frantz Fanon
"Voci e silenzi postcoloniali. Frantz Fanon, Assia Djebar e noi",Renate Zahar,,,1,/book/show/83890387-voci-e-silenzi-postcoloniali-frantz-fanon-assia-djebar-e-noi,Frantz Fanon
Frantz Fanon: Pour la revolution africaine. Ecrits politiques,Unknown Author,,,1,/book/show/125523519-frantz-fanon,Frantz Fanon
"Tiempos de homenajes/tiempos descoloniales: Frantz Fanon, América Latina",Alejandro De Oto,,,1,/book/show/52425841-tiempos-de-homenajes-tiempos-descoloniales,Frantz Fanon
"Frantz Fanon und Aimé Césaire: Black Skins, White Masks",Elke Schiebl-van Veen,,,2,/book/show/70411420-frantz-fanon-und-aim-c-saire,Frantz Fanon
The Pitfalls of National Consciousness: Essays on Frantz Fanon and Post-Colonial Society (The Frantz Fanon Collection),Restoring the African Mind Research Collection,,,1,/book/show/243130076-the-pitfalls-of-national-consciousness,Frantz Fanon
A Liberdade em Frantz Fanon: a existência aos olhos dos condenados,Nilson Lucas Dias Gabriel,,,1,/book/show/61306626-a-liberdade-em-frantz-fanon,Frantz Fanon
"L'insurrection de l'âme - Frantz Fanon, vie et mort du guerrier-silex",Raphaël Confiant,,,2,/book/show/54742442-l-insurrection-de-l-me---frantz-fanon-vie-et-mort-du-guerrier-silex,Frantz Fanon
Frantz Fanon un héritage à partager,Cercle Frantz Fanon - Fondateur Marcel Manville,,,1,/book/show/92714605-frantz-fanon-un-h-ritage-partager,Frantz Fanon
Un pensiero dannato. Frantz Fanon e la politica del riconoscimento,Viola Carofalo,,,1,/book/show/89108650-un-pensiero-dannato-frantz-fanon-e-la-politica-del-riconoscimento,Frantz Fanon
Le temps et l'espace de la (dé)colonisation - Dialogue entre Frantz Fanon et Henri Lefebvre,Stefan Kipfer,,,1,/book/show/56617029-le-temps-et-l-espace-de-la-d-colonisation---dialogue-entre-frantz-fano,Frantz Fanon
"Siyah Jild , Safeed Chhehray by Frantz Fanon translated by Naseem Bhatti",Frantz Fanon translated by Naseem Bhatti,,,1,/book/show/137957529-siyah-jild-safeed-chhehray-by-frantz-fanon-translated-by-naseem-bhatti,Frantz Fanon
"Opere scelte di Frantz Fanon (Fanon, #1)",Giovanni Pirelli,,,1,/book/show/60624402-opere-scelte-di-frantz-fanon,Frantz Fanon
Frantz Fanon: Literature and Invention (Research Monographs in French Studies),Jane Hiddleston,,,2,/book/show/90285688-frantz-fanon,Frantz Fanon
Study Guide: The Wretched Of The Earth by Frantz Fanon,SuperSummary,,,2,/book/show/56018702-study-guide,Frantz Fanon
Der Schleier,Frantz Fanon,,,1,/book/show/51073400-der-schleier,Frantz Fanon
Esprit - Penser avec Frantz Fanon: Janvier-février 2026 (529),Magali Bessone,,,1,/book/show/241323379-esprit---penser-avec-frantz-fanon,Frantz Fanon
"People from Martinique: People from La Trinite, Martinique, People of Martiniquais Descent, Josephine de Beauharnais, Frantz Fanon",Source Wikipedia,,,1,/book/show/9497501-people-from-martinique,Frantz Fanon
Frantz Fanon. L'antiracisme universaliste,Kevin Boucaud-Victoire,,,3,/book/show/175363868-frantz-fanon-l-antiracisme-universaliste,Frantz Fanon
PARA ENTENDER FRANTZ FANON,Frantz Fanon,,,1,/book/show/203377844-para-entender-frantz-fanon,Frantz Fanon
A Dying Colonialism (Fanon Frantz),Haakon Chevalier (Translator) Frantz Fanon (Author),,,1,/book/show/152272902-a-dying-colonialism,Frantz Fanon
Algeria Unveiled,Frantz Fanon,,,1,/book/show/57487635-algeria-unveiled,Frantz Fanon
Medicina e colonialismo,Frantz Fanon,,,1,/book/show/60311587-medicina-e-colonialismo,Frantz Fanon
André Rebouças no divã de Frantz Fanon,Antonio Carlos Higino da Silva,,,3,/book/show/213472724-andr-rebou-as-no-div-de-frantz-fanon,Frantz Fanon
Frantz Fanon: A Biography by David Macey (2012-11-13),Unknown Author,,,1,/book/show/141232847-frantz-fanon,Frantz Fanon
"Frantz Fanon, une vie",David Macey,,,15,/book/show/94796862-frantz-fanon-une-vie,Frantz Fanon
Frantz Fanon : De l'anticolonialisme Ãƒ la critique postcoloniale by Matthieu Renault (2011-10-25),Matthieu Renault,,,1,/book/show/232437275-frantz-fanon,Frantz Fanon
"The Sleeping Beauties of History: Essays on Frantz Fanon, Colonialism, and Other Topics (The Frantz Fanon Collection)",Restoring the African Mind Research Collection,,,1,/book/show/242237377-the-sleeping-beauties-of-history,Frantz Fanon
"THE POIGNANT FAILURES OF THE ZANU PF CABAL AND MUGABE’S BETRAYAL OF THE MASSES.: According to Frantz Fanon, Mugabe has failed his people in Zimbabwe.",Tendai Kwari,,,1,/book/show/30161263-the-poignant-failures-of-the-zanu-pf-cabal-and-mugabe-s-betrayal-of-the,Frantz Fanon
"The Last Day of Frantz Fanon: Followed by an interview with his wife, Josie Fanon",Christian Filostrat,,,1,/book/show/48716237-the-last-day-of-frantz-fanon,Frantz Fanon
Race and Colonialism: Essays on Frantz Fanon and More,Dwayne Wong (Omowale),,,1,/book/show/63053014-race-and-colonialism,Frantz Fanon
Frantz Fanon in the U.S. : .,Christian Filostrat,,,1,/book/show/46008315-frantz-fanon-in-the-u-s,Frantz Fanon
"The Negritude Movement: W.E.B. Du Bois, Leon Damas, Aime Cesaire, Leopold Senghor, Frantz Fanon, and the Evolution of an Insurgent Idea (Critical Africana Studies) by Reiland Rabaka (2015-05-20)",Unknown Author,,,1,/book/show/132812961-the-negritude-movement,Frantz Fanon
Frantz Fanon: A Biography by David Macey (2001-06-01),Unknown Author,,,1,/book/show/192510256-frantz-fanon,Frantz Fanon
Frantz Fanon,Collectif,,,1,/book/show/94802890-frantz-fanon,Frantz Fanon
Frantz Fanon: The Politics and Poetics of the Postcolonial Subject,Alejandro J. de Oto,,,2,/book/show/109245255-frantz-fanon,Frantz Fanon
"Naissance a Fort-de-France: Pierre Samot, Raphael Tardon, Frantz Fanon, Cyrille Bissette, Robert Rumilly, Audrey Pulvar, Patrick Chamoiseau, Jenny",Source Wikipedia,,,1,/book/show/33336482-naissance-a-fort-de-france,Frantz Fanon
"Critica Literaria: Critics Literaris, Estudis Postcolonials, Josep Pla I Casadevall, Frantz Fanon, Ossip Mandelxtam, Joan Triadu I Font",Font Wikipedia,,,1,/book/show/33688515-critica-literaria,Frantz Fanon
"Sosyalistler: Marksistler, Albert Einstein, Antonio Gramsci, Frantz Fanon, Nahuel Moreno, Robert Owen, Sultan Galiyev, Hikmet K V LC ML",Kaynak Wikipedia,,,1,/book/show/33690314-sosyalistler,Frantz Fanon
"Opere scelte di Frantz Fanon (Fanon, #2)",Giovanni Pirelli,,,1,/book/show/60624441-opere-scelte-di-frantz-fanon,Frantz Fanon
"Frantz Fanon, l'homme de rupture",Abdelkader BENARAB,,,1,/book/show/78671806-frantz-fanon-l-homme-de-rupture,Frantz Fanon
Frantz Fanon,Ediciones Wanafrica,,,1,/book/show/231159092-frantz-fanon,Frantz Fanon
Understanding Revolution: Frantz Fanon and Amilcar Cabral in Comparative Perspective,Vera Vratuša-Žunjić,,,1,/book/show/249312501-understanding-revolution,Frantz Fanon
Social Cognitive Theory and Mind Colonialism. A Critical Review on Frantz Fanon Writings,Yakob Tilahun,,,2,/book/show/64151210-social-cognitive-theory-and-mind-colonialism-a-critical-review-on-frant,Frantz Fanon
Frantz Fanon's Psychotherapeutic Approaches to Clinical Work: Practicing Internationally with Marginalized Communities,Lou Turner,,,1,/book/show/51577472-frantz-fanon-s-psychotherapeutic-approaches-to-clinical-work,Frantz Fanon
¿Descolonizar siempre es una acción violenta?: La teoría social de Frantz Fanon,Fabián D. Rojas Pineda,,,1,/book/show/219839739-descolonizar-siempre-es-una-acci-n-violenta,Frantz Fanon
L'oeuvre de Frantz Fanon. Editions Maspero. Petite collection. 1970.,Unknown Author,,,1,/book/show/136152506-l-oeuvre-de-frantz-fanon-editions-maspero-petite-collection-1970,Frantz Fanon
By Renate Zahar Frantz Fanon: Colonialism and Alienation [Paperback],Renate Zahar,,,1,/book/show/164774469-by-renate-zahar-frantz-fanon,Frantz Fanon
"Frantz Fanon, Odyssey and Certitudes, followed by comments from his wife Josie Fanon",Christian Filostrat,,,1,/book/show/174767897-frantz-fanon-odyssey-and-certitudes-followed-by-comments-from-his-wife,Frantz Fanon
"Jean Paul Sartre, Albert Camus and Frantz Fanon on the topic of decolonization and the French occupation of Algeria. by Sophie Duhnkrack (2016-03-03)",Unknown Author,,,1,/book/show/195882034-jean-paul-sartre-albert-camus-and-frantz-fanon-on-the-topic-of-decoloni,Frantz Fanon
Frantz Fanon in the United States,Christian Filostrat,,,1,/book/show/145372997-frantz-fanon-in-the-united-states,Frantz Fanon
"Frantz Fanons Black Skin, White Masks: New Interdisciplinary eassys (Texts in Culture MUP) (2012-12-01)",Unknown Author,,,1,/book/show/146572852-frantz-fanons-black-skin-white-masks,Frantz Fanon
Frantz Fanon: Revolutionary Fire: The Hidden Struggles of Frantz Fanon That Ignited the Global Fight Against Oppression and Injustice,Bryan V. White,,,1,/book/show/243434682-frantz-fanon,Frantz Fanon
"Racism and Culture: Essays on Frantz Fanon, Racism, and More (The Frantz Fanon Collection)",Restoring the African Mind Research Collection,,,1,/book/show/245737084-racism-and-culture,Frantz Fanon
