title,author,first_publish_year,publisher,language,subject,isbn,cover_i,description,search_term,ol_key,filter_text,clean_description,clean_subject,combined_text,cover_url
Representation and Memory in Graphic Novels,Golnar Nabizadeh,2019.0,,eng,,,,"""This book analyses the relationship between comics and cultural memory. By focusing on a range of landmark comics from the 20th and 21st centuries, the discussion draws attention to the ongoing role of visual culture in framing testimony, particularly in relation to underprivileged subjects such as migrants and refugees, individuals dealing with war and oppressive regimes, and individuals living with particular health conditions.""--",graphic memoir,/works/OL21286038W,"representation and memory in graphic novels golnar nabizadeh  ""this book analyses the relationship between comics and cultural memory. by focusing on a range of landmark comics from the 20th and 21st centuries, the discussion draws attention to the ongoing role of visual culture in framing testimony, particularly in relation to underprivileged subjects such as migrants and refugees, individuals dealing with war and oppressive regimes, and individuals living with particular health conditions.""--",this book analyses the relationship between comics and cultural memory by focusing on a range of landmark comics from the 20th and 21st centuries the discussion draws attention to the ongoing role of visual culture in framing testimony particularly in relation to underprivileged subjects such as migrants and refugees individuals dealing with war and oppressive regimes and individuals living with particular health conditions,,Representation and Memory in Graphic Novels Golnar Nabizadeh  this book analyses the relationship between comics and cultural memory by focusing on a range of landmark comics from the 20th and 21st centuries the discussion draws attention to the ongoing role of visual culture in framing testimony particularly in relation to underprivileged subjects such as migrants and refugees individuals dealing with war and oppressive regimes and individuals living with particular health conditions,
Alexander Hamilton,"Jonathan Hennessey, Jonathan Hennessey, Justin Greenwood",2017.0,,eng,,,,"""This complete graphic novel-style biography presents the life and legacy of one of the most influential figures in United States history. Alexander Hamilton was on hand for the Revolutionary War, the development of the Constitution, and the establishment of the Treasury and banking as we have come to know them today. Cut down by a bullet from political rival Aaron Burr, Hamilton may have faded into the background among other great American leaders like George Washington or Thomas Jefferson. However a recent resurgence of interest in Hamilton, thanks in no small part to the hit Broadway musical Hamilton has returned the formerly forgotten Founder to prominence, not just in a historical context but in terms of his lasting impact on American society today. Author Jonathan Hennessey and comic book illustrator Justin Greenwood team to bring the world of Alexander Hamilton to life in this fully-illustrated, graphic novel style biography that captures the period, people, and places of the birth of the United States. Along the way, they help readers contextualize Hamilton, showcasing his impact on history beyond his life, including his policies' shaping of the Civil War and how his ideas on the economy led to America's rise as a superpower. From the Trade Paperback edition""--",graphic memoir,/works/OL19712796W,"alexander hamilton jonathan hennessey, jonathan hennessey, justin greenwood  ""this complete graphic novel-style biography presents the life and legacy of one of the most influential figures in united states history. alexander hamilton was on hand for the revolutionary war, the development of the constitution, and the establishment of the treasury and banking as we have come to know them today. cut down by a bullet from political rival aaron burr, hamilton may have faded into the background among other great american leaders like george washington or thomas jefferson. however a recent resurgence of interest in hamilton, thanks in no small part to the hit broadway musical hamilton has returned the formerly forgotten founder to prominence, not just in a historical context but in terms of his lasting impact on american society today. author jonathan hennessey and comic book illustrator justin greenwood team to bring the world of alexander hamilton to life in this fully-illustrated, graphic novel style biography that captures the period, people, and places of the birth of the united states. along the way, they help readers contextualize hamilton, showcasing his impact on history beyond his life, including his policies' shaping of the civil war and how his ideas on the economy led to america's rise as a superpower. from the trade paperback edition""--",this complete graphic novel style biography presents the life and legacy of one of the most influential figures in united states history alexander hamilton was on hand for the revolutionary war the development of the constitution and the establishment of the treasury and banking as we have come to know them today cut down by a bullet from political rival aaron burr hamilton may have faded into the background among other great american leaders like george washington or thomas jefferson however a recent resurgence of interest in hamilton thanks in no small part to the hit broadway musical hamilton has returned the formerly forgotten founder to prominence not just in a historical context but in terms of his lasting impact on american society today author jonathan hennessey and comic book illustrator justin greenwood team to bring the world of alexander hamilton to life in this fully illustrated graphic novel style biography that captures the period people and places of the birth of the united states along the way they help readers contextualize hamilton showcasing his impact on history beyond his life including his policies shaping of the civil war and how his ideas on the economy led to america s rise as a superpower from the trade paperback edition,,"Alexander Hamilton Jonathan Hennessey, Jonathan Hennessey, Justin Greenwood  this complete graphic novel style biography presents the life and legacy of one of the most influential figures in united states history alexander hamilton was on hand for the revolutionary war the development of the constitution and the establishment of the treasury and banking as we have come to know them today cut down by a bullet from political rival aaron burr hamilton may have faded into the background among other great american leaders like george washington or thomas jefferson however a recent resurgence of interest in hamilton thanks in no small part to the hit broadway musical hamilton has returned the formerly forgotten founder to prominence not just in a historical context but in terms of his lasting impact on american society today author jonathan hennessey and comic book illustrator justin greenwood team to bring the world of alexander hamilton to life in this fully illustrated graphic novel style biography that captures the period people and places of the birth of the united states along the way they help readers contextualize hamilton showcasing his impact on history beyond his life including his policies shaping of the civil war and how his ideas on the economy led to america s rise as a superpower from the trade paperback edition",
Black Panther Party,"David F. Walker, Marcus Kwame Anderson",2021.0,,"spa, eng",,,10706045.0,"""Founded in Oakland, California, in 1966, the Black Panther Party for Self-Defense was a radical political organization that stood in defiant contrast to the mainstream civil rights movement. This gripping illustrated history explores the impact and significance of the Panthers, from their social, educational, and healthcare programs that were designed to uplift the Black community to their battle against police brutality through citizen patrols and frequent clashes with the FBI, which targeted the Party from its outset. Using dramatic comic book-style retellings and illustrated profiles of key figures, The Black Panther Party captures the major events, people, and actions of the Party, as well as their cultural and political influence and enduring legacy.""--book jacket.",graphic memoir,/works/OL21913406W,"black panther party david f. walker, marcus kwame anderson  ""founded in oakland, california, in 1966, the black panther party for self-defense was a radical political organization that stood in defiant contrast to the mainstream civil rights movement. this gripping illustrated history explores the impact and significance of the panthers, from their social, educational, and healthcare programs that were designed to uplift the black community to their battle against police brutality through citizen patrols and frequent clashes with the fbi, which targeted the party from its outset. using dramatic comic book-style retellings and illustrated profiles of key figures, the black panther party captures the major events, people, and actions of the party, as well as their cultural and political influence and enduring legacy.""--book jacket.",founded in oakland california in 1966 the black panther party for self defense was a radical political organization that stood in defiant contrast to the mainstream civil rights movement this gripping illustrated history explores the impact and significance of the panthers from their social educational and healthcare programs that were designed to uplift the black community to their battle against police brutality through citizen patrols and frequent clashes with the fbi which targeted the party from its outset using dramatic comic book style retellings and illustrated profiles of key figures the black panther party captures the major events people and actions of the party as well as their cultural and political influence and enduring legacy book jacket,,"Black Panther Party David F. Walker, Marcus Kwame Anderson  founded in oakland california in 1966 the black panther party for self defense was a radical political organization that stood in defiant contrast to the mainstream civil rights movement this gripping illustrated history explores the impact and significance of the panthers from their social educational and healthcare programs that were designed to uplift the black community to their battle against police brutality through citizen patrols and frequent clashes with the fbi which targeted the party from its outset using dramatic comic book style retellings and illustrated profiles of key figures the black panther party captures the major events people and actions of the party as well as their cultural and political influence and enduring legacy book jacket",https://covers.openlibrary.org/b/id/10706045-M.jpg
Crude,"Sophie Tardy-Joubert, Pablo Fajardo, Damien Roudeau, Hannah Chute",2021.0,,eng,,,11181141.0,"""A graphic novel exploring Texaco's involvement in the Amazon, as well as the ensuing legal battles between the oil company, the Ecuadorian government, and the region's inhabitants, from the perspective of Ecuadorian lawyer and activist Pablo Fajardo""--",graphic memoir,/works/OL24541725W,"crude sophie tardy-joubert, pablo fajardo, damien roudeau, hannah chute  ""a graphic novel exploring texaco's involvement in the amazon, as well as the ensuing legal battles between the oil company, the ecuadorian government, and the region's inhabitants, from the perspective of ecuadorian lawyer and activist pablo fajardo""--",a graphic novel exploring texaco s involvement in the amazon as well as the ensuing legal battles between the oil company the ecuadorian government and the region s inhabitants from the perspective of ecuadorian lawyer and activist pablo fajardo,,"Crude Sophie Tardy-Joubert, Pablo Fajardo, Damien Roudeau, Hannah Chute  a graphic novel exploring texaco s involvement in the amazon as well as the ensuing legal battles between the oil company the ecuadorian government and the region s inhabitants from the perspective of ecuadorian lawyer and activist pablo fajardo",https://covers.openlibrary.org/b/id/11181141-M.jpg
Chicago,Glenn Head,2015.0,,eng,,,12772010.0,"A coming-of-age graphic memoir, set against the seedy 1970s Windy City.",graphic memoir,/works/OL20013072W,"chicago glenn head  a coming-of-age graphic memoir, set against the seedy 1970s windy city.",a coming of age graphic memoir set against the seedy 1970s windy city,,Chicago Glenn Head  a coming of age graphic memoir set against the seedy 1970s windy city,https://covers.openlibrary.org/b/id/12772010-M.jpg
Good riddance,Cynthia L. Copeland,2013.0,,eng,,,8270872.0,"""When you think you live in a Norman Rockwell painting--married 18 years, three kids, beautiful old house in the country, successful career as a writer--you don't expect there's another side to the canvas. Until you read a lovesick e-mail to your husband ... that didn't come from you! Good Riddance is an honest and funny graphic memoir about suffering through and surviving divorce. Cynthia Copeland chronicles the deep pain, confusion, awkwardness, and breakthroughs she experiences in the ""new normal"" as a wife who's been deceived, a mom who's now single, a divorcee who's dating, and a woman who's on her own figuring out what she truly wants from her life. Copeland tells her story with an emotional candor and spot-on humor that makes Good Riddance poignant, painful, and hilarious all at once.""",graphic memoir,/works/OL17940921W,"good riddance cynthia l. copeland  ""when you think you live in a norman rockwell painting--married 18 years, three kids, beautiful old house in the country, successful career as a writer--you don't expect there's another side to the canvas. until you read a lovesick e-mail to your husband ... that didn't come from you! good riddance is an honest and funny graphic memoir about suffering through and surviving divorce. cynthia copeland chronicles the deep pain, confusion, awkwardness, and breakthroughs she experiences in the ""new normal"" as a wife who's been deceived, a mom who's now single, a divorcee who's dating, and a woman who's on her own figuring out what she truly wants from her life. copeland tells her story with an emotional candor and spot-on humor that makes good riddance poignant, painful, and hilarious all at once.""",when you think you live in a norman rockwell painting married 18 years three kids beautiful old house in the country successful career as a writer you don t expect there s another side to the canvas until you read a lovesick e mail to your husband that didn t come from you good riddance is an honest and funny graphic memoir about suffering through and surviving divorce cynthia copeland chronicles the deep pain confusion awkwardness and breakthroughs she experiences in the new normal as a wife who s been deceived a mom who s now single a divorcee who s dating and a woman who s on her own figuring out what she truly wants from her life copeland tells her story with an emotional candor and spot on humor that makes good riddance poignant painful and hilarious all at once,,Good riddance Cynthia L. Copeland  when you think you live in a norman rockwell painting married 18 years three kids beautiful old house in the country successful career as a writer you don t expect there s another side to the canvas until you read a lovesick e mail to your husband that didn t come from you good riddance is an honest and funny graphic memoir about suffering through and surviving divorce cynthia copeland chronicles the deep pain confusion awkwardness and breakthroughs she experiences in the new normal as a wife who s been deceived a mom who s now single a divorcee who s dating and a woman who s on her own figuring out what she truly wants from her life copeland tells her story with an emotional candor and spot on humor that makes good riddance poignant painful and hilarious all at once,https://covers.openlibrary.org/b/id/8270872-M.jpg
Amazing fantastic incredible,Stan Lee,2015.0,,eng,,,11385137.0,"""In this gorgeously illustrated, full-color graphic memoir, Stan Lee--comic book legend and cocreator of Spider-Man, the X-Men, the Avengers, the Incredible Hulk, and a legion of other Marvel superheroes--shares his iconic legacy and the story of how modern comics came to be. Stan Lee is a man who needs no introduction. The most legendary name in the history of comic books, he has been the leading creative force behind Marvel Comics, and has brought to life--and into the mainstream--some of the world's best-known heroes and most infamous villains throughout his career. His stories--filled with superheroes struggling with personal hang-ups and bad guys who possessed previously unseen psychological complexity--added wit and subtlety to a field previously locked into flat portrayals of good vs. evil. Lee put the human in superhuman and in doing so, created a new mythology for the twentieth century. In this beautifully illustrated graphic memoir--illustrated by celebrated artist Colleen Doran--Lee tells the story of his life with the same inimitable wit, energy, and offbeat spirit that he brought to the world of comics. Moving from his impoverished childhood in Manhattan to his early days writing comics, through his military training films during World War II and the rise of the Marvel empire in the 1960s to the current resurgence in movies, Amazing Fantastic Incredible documents the life of a man and the legacy of an industry and career"" --",graphic memoir,/works/OL20013065W,"amazing fantastic incredible stan lee  ""in this gorgeously illustrated, full-color graphic memoir, stan lee--comic book legend and cocreator of spider-man, the x-men, the avengers, the incredible hulk, and a legion of other marvel superheroes--shares his iconic legacy and the story of how modern comics came to be. stan lee is a man who needs no introduction. the most legendary name in the history of comic books, he has been the leading creative force behind marvel comics, and has brought to life--and into the mainstream--some of the world's best-known heroes and most infamous villains throughout his career. his stories--filled with superheroes struggling with personal hang-ups and bad guys who possessed previously unseen psychological complexity--added wit and subtlety to a field previously locked into flat portrayals of good vs. evil. lee put the human in superhuman and in doing so, created a new mythology for the twentieth century. in this beautifully illustrated graphic memoir--illustrated by celebrated artist colleen doran--lee tells the story of his life with the same inimitable wit, energy, and offbeat spirit that he brought to the world of comics. moving from his impoverished childhood in manhattan to his early days writing comics, through his military training films during world war ii and the rise of the marvel empire in the 1960s to the current resurgence in movies, amazing fantastic incredible documents the life of a man and the legacy of an industry and career"" --",in this gorgeously illustrated full color graphic memoir stan lee comic book legend and cocreator of spider man the x men the avengers the incredible hulk and a legion of other marvel superheroes shares his iconic legacy and the story of how modern comics came to be stan lee is a man who needs no introduction the most legendary name in the history of comic books he has been the leading creative force behind marvel comics and has brought to life and into the mainstream some of the world s best known heroes and most infamous villains throughout his career his stories filled with superheroes struggling with personal hang ups and bad guys who possessed previously unseen psychological complexity added wit and subtlety to a field previously locked into flat portrayals of good vs evil lee put the human in superhuman and in doing so created a new mythology for the twentieth century in this beautifully illustrated graphic memoir illustrated by celebrated artist colleen doran lee tells the story of his life with the same inimitable wit energy and offbeat spirit that he brought to the world of comics moving from his impoverished childhood in manhattan to his early days writing comics through his military training films during world war ii and the rise of the marvel empire in the 1960s to the current resurgence in movies amazing fantastic incredible documents the life of a man and the legacy of an industry and career,,Amazing fantastic incredible Stan Lee  in this gorgeously illustrated full color graphic memoir stan lee comic book legend and cocreator of spider man the x men the avengers the incredible hulk and a legion of other marvel superheroes shares his iconic legacy and the story of how modern comics came to be stan lee is a man who needs no introduction the most legendary name in the history of comic books he has been the leading creative force behind marvel comics and has brought to life and into the mainstream some of the world s best known heroes and most infamous villains throughout his career his stories filled with superheroes struggling with personal hang ups and bad guys who possessed previously unseen psychological complexity added wit and subtlety to a field previously locked into flat portrayals of good vs evil lee put the human in superhuman and in doing so created a new mythology for the twentieth century in this beautifully illustrated graphic memoir illustrated by celebrated artist colleen doran lee tells the story of his life with the same inimitable wit energy and offbeat spirit that he brought to the world of comics moving from his impoverished childhood in manhattan to his early days writing comics through his military training films during world war ii and the rise of the marvel empire in the 1960s to the current resurgence in movies amazing fantastic incredible documents the life of a man and the legacy of an industry and career,https://covers.openlibrary.org/b/id/11385137-M.jpg
Cancer made me a shallower person,Miriam Engelberg,2006.0,,eng,,,36253.0,A cartoonist examines her experience with breast cancer in an irreverent and humorous graphic memoir.,graphic memoir,/works/OL5851992W,cancer made me a shallower person miriam engelberg  a cartoonist examines her experience with breast cancer in an irreverent and humorous graphic memoir.,a cartoonist examines her experience with breast cancer in an irreverent and humorous graphic memoir,,Cancer made me a shallower person Miriam Engelberg  a cartoonist examines her experience with breast cancer in an irreverent and humorous graphic memoir,https://covers.openlibrary.org/b/id/36253-M.jpg
The Secret to Superhuman Strength,Alison Bechdel,2021.0,,eng,,,10307067.0,"""From the author of Fun Home, a profoundly affecting graphic memoir of Bechdel's lifelong love affair with exercise, set against a hilarious chronicle of fitness fads in our times""--",graphic memoir,/works/OL20938046W,"the secret to superhuman strength alison bechdel  ""from the author of fun home, a profoundly affecting graphic memoir of bechdel's lifelong love affair with exercise, set against a hilarious chronicle of fitness fads in our times""--",from the author of fun home a profoundly affecting graphic memoir of bechdel s lifelong love affair with exercise set against a hilarious chronicle of fitness fads in our times,,The Secret to Superhuman Strength Alison Bechdel  from the author of fun home a profoundly affecting graphic memoir of bechdel s lifelong love affair with exercise set against a hilarious chronicle of fitness fads in our times,https://covers.openlibrary.org/b/id/10307067-M.jpg
We Are On Our Own,Miriam Katin,2006.0,,eng,,,944742.0,"""In this illustrated memoir, Miriam Katin retells the story of her and her Mother's escape on foot from the Nazi invasion of Budapest. With her father off fighting for the Hungarian army and the German troops quickly approaching, Katin and her mother are forced to flee the countryside after faking their deaths. Leaving behind all of their belongings and loved ones, and unable to tell anyone of their whereabouts, they disguise themselves as a peasant woman and her illegitimate child, while literally staying a few steps ahead of the German soldiers."" ""We Are On Our Own is a woman's attempt to rebuild her earliest child trauma in order to come to an understanding of her lifelong questioning of faith. Katin's faith is shaken as she wonders how God could create and tolerate such a wretched world, a world of fear and hiding, bargaining and theft, betrayal and abuse. The complex and horrific experiences on the run are difficult for a child to understand, and as a child, Katin saw them with the simple longing, sadness, and curiosity she felt when her dog disappears or a stranger makes her mother cry.""--BOOK JACKET",graphic memoir,/works/OL8915548W,"we are on our own miriam katin  ""in this illustrated memoir, miriam katin retells the story of her and her mother's escape on foot from the nazi invasion of budapest. with her father off fighting for the hungarian army and the german troops quickly approaching, katin and her mother are forced to flee the countryside after faking their deaths. leaving behind all of their belongings and loved ones, and unable to tell anyone of their whereabouts, they disguise themselves as a peasant woman and her illegitimate child, while literally staying a few steps ahead of the german soldiers."" ""we are on our own is a woman's attempt to rebuild her earliest child trauma in order to come to an understanding of her lifelong questioning of faith. katin's faith is shaken as she wonders how god could create and tolerate such a wretched world, a world of fear and hiding, bargaining and theft, betrayal and abuse. the complex and horrific experiences on the run are difficult for a child to understand, and as a child, katin saw them with the simple longing, sadness, and curiosity she felt when her dog disappears or a stranger makes her mother cry.""--book jacket",in this illustrated memoir miriam katin retells the story of her and her mother s escape on foot from the nazi invasion of budapest with her father off fighting for the hungarian army and the german troops quickly approaching katin and her mother are forced to flee the countryside after faking their deaths leaving behind all of their belongings and loved ones and unable to tell anyone of their whereabouts they disguise themselves as a peasant woman and her illegitimate child while literally staying a few steps ahead of the german soldiers we are on our own is a woman s attempt to rebuild her earliest child trauma in order to come to an understanding of her lifelong questioning of faith katin s faith is shaken as she wonders how god could create and tolerate such a wretched world a world of fear and hiding bargaining and theft betrayal and abuse the complex and horrific experiences on the run are difficult for a child to understand and as a child katin saw them with the simple longing sadness and curiosity she felt when her dog disappears or a stranger makes her mother cry book jacket,,We Are On Our Own Miriam Katin  in this illustrated memoir miriam katin retells the story of her and her mother s escape on foot from the nazi invasion of budapest with her father off fighting for the hungarian army and the german troops quickly approaching katin and her mother are forced to flee the countryside after faking their deaths leaving behind all of their belongings and loved ones and unable to tell anyone of their whereabouts they disguise themselves as a peasant woman and her illegitimate child while literally staying a few steps ahead of the german soldiers we are on our own is a woman s attempt to rebuild her earliest child trauma in order to come to an understanding of her lifelong questioning of faith katin s faith is shaken as she wonders how god could create and tolerate such a wretched world a world of fear and hiding bargaining and theft betrayal and abuse the complex and horrific experiences on the run are difficult for a child to understand and as a child katin saw them with the simple longing sadness and curiosity she felt when her dog disappears or a stranger makes her mother cry book jacket,https://covers.openlibrary.org/b/id/944742-M.jpg
Spinning,Tillie Walden,2017.0,,eng,,,12354379.0,"A powerful graphic memoir about coming-of-age, coming out, and competitive figure skating.",graphic memoir,/works/OL19717769W,"spinning tillie walden  a powerful graphic memoir about coming-of-age, coming out, and competitive figure skating.",a powerful graphic memoir about coming of age coming out and competitive figure skating,,Spinning Tillie Walden  a powerful graphic memoir about coming of age coming out and competitive figure skating,https://covers.openlibrary.org/b/id/12354379-M.jpg
In-Between Days,Teva Harrison,2016.0,,eng,,,7843840.0,"In this graphic memoir, Harrison documents through comic illustration and short personal essays what it means to live with breast cancer. She confronts with heartbreaking honesty the crises of identity that cancer brings. She struggles to reconcile her long-term goals with an uncertain future, balancing the innate sadness of cancer with everyday acts of hope and wonder. She also examines those quiet moments of helplessness and loving with her husband, her family, and her friends, while they all adjust to the new normal.",graphic memoir,/works/OL17571223W,"in-between days teva harrison  in this graphic memoir, harrison documents through comic illustration and short personal essays what it means to live with breast cancer. she confronts with heartbreaking honesty the crises of identity that cancer brings. she struggles to reconcile her long-term goals with an uncertain future, balancing the innate sadness of cancer with everyday acts of hope and wonder. she also examines those quiet moments of helplessness and loving with her husband, her family, and her friends, while they all adjust to the new normal.",in this graphic memoir harrison documents through comic illustration and short personal essays what it means to live with breast cancer she confronts with heartbreaking honesty the crises of identity that cancer brings she struggles to reconcile her long term goals with an uncertain future balancing the innate sadness of cancer with everyday acts of hope and wonder she also examines those quiet moments of helplessness and loving with her husband her family and her friends while they all adjust to the new normal,,In-Between Days Teva Harrison  in this graphic memoir harrison documents through comic illustration and short personal essays what it means to live with breast cancer she confronts with heartbreaking honesty the crises of identity that cancer brings she struggles to reconcile her long term goals with an uncertain future balancing the innate sadness of cancer with everyday acts of hope and wonder she also examines those quiet moments of helplessness and loving with her husband her family and her friends while they all adjust to the new normal,https://covers.openlibrary.org/b/id/7843840-M.jpg
It's Lonely at the Centre of the Earth,Zoe Thorogood,2022.0,,eng,,,13173641.0,Cartoonist Zoe Thorogood records 6 months of her own life as it falls apart in a desperate attempt to put it back together again in the only way she knows how. IT’S LONELY AT THE CENTRE OF THE EARTH is an intimate and metanarrative look into the life of a selfish artist who must create for her own survival.,graphic memoir,/works/OL28844269W,it's lonely at the centre of the earth zoe thorogood  cartoonist zoe thorogood records 6 months of her own life as it falls apart in a desperate attempt to put it back together again in the only way she knows how. it’s lonely at the centre of the earth is an intimate and metanarrative look into the life of a selfish artist who must create for her own survival.,cartoonist zoe thorogood records 6 months of her own life as it falls apart in a desperate attempt to put it back together again in the only way she knows how it s lonely at the centre of the earth is an intimate and metanarrative look into the life of a selfish artist who must create for her own survival,,It's Lonely at the Centre of the Earth Zoe Thorogood  cartoonist zoe thorogood records 6 months of her own life as it falls apart in a desperate attempt to put it back together again in the only way she knows how it s lonely at the centre of the earth is an intimate and metanarrative look into the life of a selfish artist who must create for her own survival,https://covers.openlibrary.org/b/id/13173641-M.jpg
And Now I Spill the Family Secrets,Margaret Kimball,2021.0,,eng,,,10835859.0,"""A beautifully illustrated memoir and empathetic investigation into a family's history with bipolar disorder and schizophrenia, and one woman's quest to find healing among what remains""--",graphic memoir,/works/OL24317829W,"and now i spill the family secrets margaret kimball  ""a beautifully illustrated memoir and empathetic investigation into a family's history with bipolar disorder and schizophrenia, and one woman's quest to find healing among what remains""--",a beautifully illustrated memoir and empathetic investigation into a family s history with bipolar disorder and schizophrenia and one woman s quest to find healing among what remains,,And Now I Spill the Family Secrets Margaret Kimball  a beautifully illustrated memoir and empathetic investigation into a family s history with bipolar disorder and schizophrenia and one woman s quest to find healing among what remains,https://covers.openlibrary.org/b/id/10835859-M.jpg
The ride together,"Judy Karasik, Paul Karasik",2003.0,,eng,,,476484.0,A sister and brother of an autistic man describe in words and cartoon illustrations the story of their sibling's life.,graphic memoir,/works/OL16062868W,"the ride together judy karasik, paul karasik  a sister and brother of an autistic man describe in words and cartoon illustrations the story of their sibling's life.",a sister and brother of an autistic man describe in words and cartoon illustrations the story of their sibling s life,,"The ride together Judy Karasik, Paul Karasik  a sister and brother of an autistic man describe in words and cartoon illustrations the story of their sibling s life",https://covers.openlibrary.org/b/id/476484-M.jpg
